-4.638753257858199142e+00,-9.115782728878295984e+02
-4.594952851310505793e+00,-8.277501733384052613e+02
-4.594203779665743781e+00,-8.409505674034422782e+02
-4.554030954354026939e+00,-8.362349413481346119e+02
-4.486829578464739399e+00,-8.117776366829215249e+02
-4.210678568212962603e+00,-6.193858163492337781e+02
-4.149941151518317106e+00,-6.307918029573703507e+02
-4.096618190273298765e+00,-6.359460660606529245e+02
-4.038584415767690672e+00,-5.635343141592106804e+02
-3.923856374421807125e+00,-5.246311175866645726e+02
-3.796656671245636439e+00,-4.572285808799760503e+02
-3.789660715378417866e+00,-4.527935343649183437e+02
-3.688582129004789323e+00,-5.120437090857286648e+02
-3.588265077523971947e+00,-4.501012853210356752e+02
-3.467254823630916416e+00,-3.035767010442422134e+02
-3.466373388334321959e+00,-4.355353732374144897e+02
-3.438804134165198700e+00,-3.876869744894243013e+02
-3.218130664635945326e+00,-3.275639369792387470e+02
-3.091506108961104005e+00,-1.819195225978927510e+02
-3.010119852662969997e+00,-1.862528668824158444e+02
-2.828639493069736943e+00,-2.423687769086253354e+02
-2.804930907557878772e+00,-2.288273344033518129e+02
-2.744117384373347956e+00,-1.996202366569136188e+02
-2.516474090714500012e+00,-1.088242559038381216e+02
-2.497543691398171894e+00,-1.629044636812191698e+02
-2.492696919445185344e+00,-9.219281857332171626e+01
-2.487820477247476347e+00,-1.080682446496396238e+02
-2.415041060688944974e+00,-1.581160963371503954e+02
-2.329728358700876356e+00,-1.525532071575901796e+02
-2.304764844757691833e+00,-1.312724878450426615e+02
-2.143643618980125787e+00,-1.331262577301257579e+02
-2.009293890000232174e+00,-1.701504949806290767e+02
-1.939228113533197018e+00,-7.933732318050189747e+01
-1.916934384676048708e+00,2.020431578017451102e+00
-1.743657602414331542e+00,1.746944267289169161e+01
-1.561445509650315699e+00,1.636594433915014690e+01
-1.539789531534556666e+00,-3.022095509521355439e+01
-1.529926421073112053e+00,6.261447017370781509e+01
-1.032375747949166644e+00,3.634908477496031765e+01
-8.187631246635165283e-01,1.078556224298010022e+02
-7.478174216721118484e-01,2.795427697225763097e+01
-6.959609508016768586e-01,1.219500175991021820e+02
-6.787484497144200546e-01,9.147476848836149088e-01
-4.365710992718465633e-01,1.468020980188381941e+02
-4.287067924412832909e-01,-2.548421071412911232e+01
-3.008336107835454243e-01,4.993632935703787723e+01
-8.510550687652695956e-02,1.694368624598713424e+01
-4.244001537804997781e-02,5.166163394426868649e+01
-2.265009044634336277e-02,4.965748449299429979e+01
3.812300766559495457e-02,8.799916218308410976e+01
3.043091760456491102e-01,5.024190231078387825e+01
3.284854094045801531e-01,5.148737830126997039e-01
3.495927831871634694e-01,2.895547714244141702e+01
4.958346971910874146e-01,2.909424787940552903e+01
6.145560851015048343e-01,3.794386340302023086e+01
7.405461042981373865e-01,-2.652875452036343518e+01
1.071512053527904129e+00,2.089985512458482830e+01
1.128774749643151054e+00,-9.735084321733889823e+00
1.226137096266183057e+00,-4.274621279644119198e+01
1.238804744689047332e+00,6.946899184337883071e+01
1.249670515868355203e+00,-2.007106499897061624e+01
1.404041382493415036e+00,-1.067648031013435705e+01
1.671781115090238856e+00,-8.201601999190664571e+00
1.740043128920883753e+00,-3.059582922827022955e+01
1.976378941118854371e+00,-2.575622394534278570e+01
2.028682642417843240e+00,3.788575344585590088e+00
2.036338561547718307e+00,-6.827655578791207347e+01
2.154034160147078936e+00,-3.432876453320312748e+01
2.211673218511057470e+00,7.189840532137581874e+01
2.221279812997407177e+00,7.655500310485817295e+01
2.239299672528323626e+00,-4.100321449048755085e+01
2.243444618864254281e+00,-8.996421390267013152e+00
2.288695126172147987e+00,6.228856850848232796e+01
2.302749898036574372e+00,-7.227179499180249422e+01
2.498704562548869745e+00,-1.425075012471344849e+01
2.581995526561575716e+00,-4.508993743405233801e+01
2.595173981574417255e+00,-5.049023711937043402e+01
2.598972997926939144e+00,-1.008744023414925550e+02
2.899366463467191402e+00,2.464057339966473847e+01
2.905237590875068499e+00,-1.427749502860337305e+00
3.161056185020678200e+00,5.861381393887670299e+01
3.292180872661617741e+00,1.087433890747871175e+02
3.509042048364213073e+00,3.561096966946805509e+01
3.521218252967425855e+00,4.615326903302582195e+01
3.529481489844192410e+00,8.230136270867987491e+01
3.610749410454703323e+00,6.583781746991505202e+01
3.972811058025856212e+00,3.240323331412892571e+01
4.193700484528180894e+00,1.214391672693707562e+02
4.234323865531289144e+00,1.347703819181580513e+02
4.361841318743589824e+00,1.107894149723893520e+02
4.533718940594578584e+00,1.218620406971980685e+02
4.543763231975221473e+00,1.787076644667774588e+02
4.597311659833238195e+00,1.688130871885978195e+02
4.660079150385572078e+00,1.432949622790460182e+02
4.682781896940744204e+00,2.740702187649205257e+02
4.853137527324101086e+00,2.971601067251185668e+02
4.853798396358588008e+00,1.988865421353993099e+02
4.857020301070274826e+00,2.158949511107319381e+02
4.955669641775724443e+00,2.605991554354577033e+02
4.958534017731626165e+00,1.782560882285711159e+02
